clean_address,lon,lat
"I240 EB AND EXIT 5B, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 EAST MM 50, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 WB AND EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 W AND EXIT 53 A, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 EAST AND MERRIMON AVE ON RAMP, ASHEVILLE, NC",-82.5537505,35.60742
"I240 AND WB EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240W AND JACKSONS CURVE, ASHEVILLE, NC",-82.5514869,35.5950581
"I 40 AND SWEETEN CREEK RD, ASHEVILLE, NC",-82.4623499,35.5838943
"I 40 WEST AND MM 52, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 EB AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 W AND EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 EAST AND SWEETEN CREEK RD, ASHEVILLE, NC",-82.553946,35.5582803
"I 26 AND  PATTON AVE, ASHEVILLE, NC",-82.5781638,35.589491
"I240 EXIT 9, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 OFF RAMP WEST BOUND OFF MERRIMON AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E AND BREVARD RD EXIT, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND EXIT 7 EB, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WEST NEAR EXIT 1 B, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND W ON RAMP TUNNEL RD EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 E AND  EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 AND MM 49 WB, ASHEVILLE, NC",-82.553946,35.5582803
"I40 W MM 43, ASHEVILLE, NC",-82.553946,35.5582803
"I240 E AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 EAST AND MM 3, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WB AND MM 3, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB AND TUNNEL RD/EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB AND EXIT 9, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND MILE MARKER 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND MM 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 WEST AND EXIT 50B, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 WEST AND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 W AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 EAST AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 26 EB AND I 40, ASHEVILLE, NC",-82.5688754,35.5946356
"I40 W AND EXIT 44 MM, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 EB AND EXIT 9, ASHEVILLE, NC",-82.5545518,35.5990948
"LEXINGTON AVE AND  I 240, ASHEVILLE, NC",-82.5541643,35.5990953
"I 240 WEST ON RAMP FROM TUNNEL RD NEAR EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WEST NEAR EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 NEAR HWY191, ASHEVILLE, NC",-82.553946,35.5582803
"I240 WB, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E AND OPEN CUT, ASHEVILLE, NC",-82.5514869,35.5950581
"I 40 WEST AND MM 50, ASHEVILLE, NC",-82.553946,35.5582803
"I240 WB EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WB AND CHARLOTTE ST, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 E AND  EXIT 50B, ASHEVILLE, NC",-82.553946,35.5582803
"I 40 WB AND EXIT 53, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 WEST AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 26 AND LONG SHOALS, ASHEVILLE, NC",-82.5688754,35.5946356
"I 40 AND MM 47.5, ASHEVILLE, NC",-82.553946,35.5582803
"I 40 EB AND US 74A, ASHEVILLE, NC",-82.553946,35.5582803
"I240 AND MILE MARKER 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 EB AND 74A, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 WB EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WEST AND BREVARD RD EXIT, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240E  AND EXT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 E AND EXT 5B, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 AND EXIT 53, ASHEVILLE, NC",-82.553946,35.5582803
"I26W AND HILL ST, ASHEVILLE, NC",-82.5642395,35.5941983
"I26 WB AND HILL ST, ASHEVILLE, NC",-82.5326656,35.4423819
"I26W AND MILE MARKER 32, ASHEVILLE, NC",-82.5514869,35.5950581
"I40 AND MILE MARKER 53, ASHEVILLE, NC",-82.553946,35.5582803
"I240 EAST AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 EAST EXIT 55, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 WEST AND 19/23, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 EB AND EXIT 44, ASHEVILLE, NC",-82.553946,35.5582803
"I240 AND EXT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 WB AND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND N LEXINGTON AVE, ASHEVILLE, NC",-82.5541643,35.5990953
"I26 WEST EXIT 25, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 WEST AND US 19, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E AND EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I26W AND EXIT 33, ASHEVILLE, NC",-82.5514869,35.5950581
"I 40 AND EXIT 50, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 EAST AND EXIT 4B, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 AND EXIT 13, ASHEVILLE, NC",-82.5688754,35.5946356
"I240E AND EXIT 5A, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 E - EXIT 3, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB AND  EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WEST AND EXIT 3, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WESTBOUND BEFORE EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"LEXINGTON AVE AT I 240, ASHEVILLE, NC",-82.5541643,35.5990953
"I 26 EAST AND I 240 WEST, ASHEVILLE, NC",-82.5296885,35.4262187
"I 26 EXIT 33, ASHEVILLE, NC",-82.5688754,35.5946356
"I 40E AND EXT 44, ASHEVILLE, NC",-82.5514869,35.5950581
"I40 WB AND EXIT 53, ASHEVILLE, NC",-82.553946,35.5582803
"I240 EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 EB AND EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I26W AND MILE MARKER 25, ASHEVILLE, NC",-82.5517531,35.5949903
"I240EB AND I26W, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 EB AND EXIT 55, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 WB AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 WB AND EXIT 44, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 OFF RAMP AT TUNNEL RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 RAMP NEAR TUNNEL RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I40E AND MILE MARKER 50, ASHEVILLE, NC",-82.5514869,35.5950581
"I240W - I26 W, ASHEVILLE, NC",-82.5688754,35.5946356
"I240 EAST EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 EB AND EXIT 55, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 WB AND HAYWOOD RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 EAST ON BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EXIT 8 EB, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EAST EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
"I240 WEST EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 W EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"I 26 WB AND EXIT 25, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 EB ON RAMP EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E BRIDGE AT MERRIMON AVE, ASHEVILLE, NC",-82.5546348,35.6161721
"I 240 OVERPASS AT MERRIMON AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 W AT HENDERSONVILLE RD, ASHEVILLE, NC",-82.4623499,35.5838943
"I240 EB AND EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND N LEXINGTON, ASHEVILLE, NC",-82.5535024,35.5972882
"I240 AND EXIT 5, ASHEVILLE, NC",-82.5545518,35.5990948
"I240WB AND CHARLOTTE ST, ASHEVILLE, NC",-82.546284,35.6081604
"I 240 WEST EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"LEXINGTON AND I 240, ASHEVILLE, NC",-82.552216,35.592038
"I 240 EB AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I40EB AND EXIT 50, ASHEVILLE, NC",-82.5514869,35.5950581
"LEXINGTON AVE AND I-240, ASHEVILLE, NC",-82.5541643,35.5990953
"I240 EB EXIT 9, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 AND I240, ASHEVILLE, NC",-82.553946,35.5582803
"I240 AND CENTRAL AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I240W AND EXIT 2, ASHEVILLE, NC",-82.5514869,35.5950581
"I26 WB AND EXIT 25, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"I 26 AND  AIRPORT RD, ASHEVILLE, NC",-82.5326656,35.4423819
"I 240 W NEAR MERRIMON AVE, ASHEVILLE, NC",-82.5537505,35.60742
"I40 MM51, ASHEVILLE, NC",-82.553946,35.5582803
"I240 W EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 AND W/HILL ST, ASHEVILLE, NC",-82.5326656,35.4423819
"I240 WESTBOUND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EAST, ASHEVILLE, NC",-82.5545518,35.5990948
"I40, ASHEVILLE, NC",-82.553946,35.5582803
"I240W, ASHEVILLE, NC",-82.5514869,35.5950581
"I40 W, ASHEVILLE, NC",-82.553946,35.5582803
"I240 AT MM 5.6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 WB AND HILL ST AREA, ASHEVILLE, NC",-82.5326656,35.4423819
"I26E, ASHEVILLE, NC",-82.5296885,35.4262187
"I26 AND I240, ASHEVILLE, NC",-82.6086441,35.5568218
"I 26 EAST EXIT 33, ASHEVILLE, NC",-82.5688754,35.5946356
"I240 WB EXIT 4, ASHEVILLE, NC",-82.5545518,35.5990948
"I40E AND US 25, ASHEVILLE, NC",-82.5517531,35.5949903
"I26 AND MM 33 , ASHEVILLE, NC",-82.5688754,35.5946356
"I240 WESTBOUND, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 W AND TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
"I26W AND EXIT 24, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 W AND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240W AND EXIT 6, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 AND JACKSON CURVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I40E AND EXIT 55, ASHEVILLE, NC",-82.5514869,35.5950581
"I40EB AND EXIT 55, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 EAST EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 WEST AND NEW STOCK RD, ASHEVILLE, NC",-82.5688754,35.5946356
"I 26E EXIT 25, ASHEVILLE, NC",-82.5517531,35.5949903
"I 240 W AND EXIT 1B, ASHEVILLE, NC",-82.5545518,35.5990948
"LEXINGTON AND 240, ASHEVILLE, NC",-82.552216,35.592038
"I240 WB AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 W MM1, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND LEXINGTON AVE, ASHEVILLE, NC",-82.5541643,35.5990953
"I40EB AND EXIT 59, ASHEVILLE, NC",-82.5514869,35.5950581
"I 40 AT SWEETEN CREEK RD EXIT, ASHEVILLE, NC",-82.4623499,35.5838943
"INTERSECTION CUMBERLAND AND CATTABAW, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 WESTBOUND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E AND I40E, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 AND MM 3, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 W AND MM 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240WB AND EXIT 2, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 W AND JACKSONS CURVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I240, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 W EXIT53, ASHEVILLE, NC",-82.553946,35.5582803
"I40 EB MM 54, ASHEVILLE, NC",-82.553946,35.5582803
"I26 WB MM 33, ASHEVILLE, NC",-82.5688754,35.5946356
"LEXINGTON AVE, ASHEVILLE, NC",-82.5535024,35.5972882
"I26 MM24, ASHEVILLE, NC",-82.5688754,35.5946356
"I40E EXIT 55, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240W, ASHEVILLE, NC",-82.5514869,35.5950581
"I 26 WEST AT HILL ST, ASHEVILLE, NC",-82.5688754,35.5946356
"I 26 AND HILL ST, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 E AT EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 26 WEST BOUND PRIOR TO EXIT 25, ASHEVILLE, NC",-82.5688754,35.5946356
"I240 E, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 E AND EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"I 26E AND I 40, ASHEVILLE, NC",-82.553946,35.5582803
"I240EB AND EXIT 4B, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 WB AND OFF RAMP/HAYWOOD RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I240WB AND OFF RAMP HAYWOOD RD, ASHEVILLE, NC",-82.5851268,35.5785828
"I240E EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 EB- EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I240EB AND EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240W EXIT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 WEST EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EAST AND OPEN CUT, ASHEVILLE, NC",-82.5545518,35.5990948
"I26EB AND MM 36, ASHEVILLE, NC",-82.5514869,35.5950581
"I40 WEST EXIT 53A, ASHEVILLE, NC",-82.553946,35.5582803
"I26 WEST AND I40 EAST, ASHEVILLE, NC",-82.553946,35.5582803
"I26 E AND EXIT 33, ASHEVILLE, NC",-82.5688754,35.5946356
"I240EB EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I240E AND CHARLOTTE ST, ASHEVILLE, NC",-82.546284,35.6081604
"I40E AND EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I26 AND EXIT 25, ASHEVILLE, NC",-82.5688754,35.5946356
"I26E AND EXIT 24, ASHEVILLE, NC",-82.5296885,35.4262187
"LEXINGTON AVE AND HIAWASSEE, ASHEVILLE, NC",-82.55376,35.5979765
"I240W AND I26 W HILL ST, ASHEVILLE, NC",-82.5688754,35.5946356
"I240 EB AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I26W AND EXIT 25, ASHEVILLE, NC",-82.5517531,35.5949903
"I240 AND MONTFORD AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I240W AND TUNNEL RD, ASHEVILLE, NC",-82.5268583,35.5867988
"I240E AND PATTON AVE, ASHEVILLE, NC",-82.5563031,35.5943559
"I240 AND HAYWOOD ST, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E AND EXIT 4A, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 WB AND JEFF BOWEN BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"I26E AND EXIT 27, ASHEVILLE, NC",-82.5296885,35.4262187
"I240 AND PATTON AVE, ASHEVILLE, NC",-82.5781638,35.589491
"I240 AND EXIT 4, ASHEVILLE, NC",-82.5545518,35.5990948
"I240EB AND MERRIMON AVE EXIT, ASHEVILLE, NC",-82.5546348,35.6161721
"I 40 WEST AND 153B, ASHEVILLE, NC",-82.553946,35.5582803
"I26 WB AND MM 31, ASHEVILLE, NC",-82.5688754,35.5946356
"I240EB EXIT 6, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 WEST AT WEST GATE, ASHEVILLE, NC",-82.5757876,35.5909447
"I 26 W  33.5MM, ASHEVILLE, NC",-82.5688754,35.5946356
"I240E AND EXIT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 EB EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB AND CHARLOTTE ST, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E, ASHEVILLE, NC",-82.5514869,35.5950581
"I240WB AND CHARLOTTE ST EXT, ASHEVILLE, NC",-82.5463745,35.6060325
"I40E EXIT 53, ASHEVILLE, NC",-82.5514869,35.5950581
"I40 W  EXIT 51 OFF RAMP, ASHEVILLE, NC",-82.553946,35.5582803
"I240 E MM9.5, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 EXIT 37, ASHEVILLE, NC",-82.553946,35.5582803
"I240 W EXIT 4, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 AND MM 33, ASHEVILLE, NC",-82.5688754,35.5946356
"I40 EXIT 44, ASHEVILLE, NC",-82.640384,35.557829
"I 240E @ EXIT 6, ASHEVILLE, NC",-82.5514869,35.5950581
"I240E @ EXIT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"JERRY ST N, ASHEVILLE, NC",-82.5514869,35.5950581
"I40 W  MM43, ASHEVILLE, NC",-82.553946,35.5582803
"I26 E AND I26 E TO BROADWAY ST, ASHEVILLE, NC",-82.5326656,35.4423819
"I240-TUNNEL RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 MM 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E AND I40 W ON RAMP, ASHEVILLE, NC",-82.553946,35.5582803
"I240-MERRIMON AVE, ASHEVILLE, NC",-82.5546348,35.6161721
"I240 AND MERRIMON AVE/MERRIMON AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 MM 38, ASHEVILLE, NC",-82.5688754,35.5946356
"I40 AND 240E, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 E AND MM5, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 W, ASHEVILLE, NC",-82.5545518,35.5990948
"I26WB MM 25, ASHEVILLE, NC",-82.5517531,35.5949903
"I240 W AND EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"LEXINGTON AVE AND 240, ASHEVILLE, NC",-82.5541643,35.5990953
"I 240E AND MM 6, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 E AND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 AND HILL ST, ASHEVILLE, NC",-82.5688754,35.5946356
"I240 E AND EXIT 4B, ASHEVILLE, NC",-82.5545518,35.5990948
"I250 EB AND EXIT 4, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 WEST AND EXIT 4B, ASHEVILLE, NC",-82.5545518,35.5990948
"INTERSTATE 240 AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E AND EXIT 9, ASHEVILLE, NC",-82.5514869,35.5950581
"INTERSTATE 26 W, ASHEVILLE, NC",-82.5688754,35.5946356
"I40WB OFF RAMP EXIT 44, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 E AND BROADWAY ST, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E AND EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I 40 EXIT 37, ASHEVILLE, NC",-82.553946,35.5582803
"I240W AND EXIT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"I240E AND I26W, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 E MM 56, ASHEVILLE, NC",-82.5545518,35.5990948
"I40 E EXIT 44, ASHEVILLE, NC",-82.553946,35.5582803
"I240 W TO CHARLOTTE ST, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 W AND EXIT 6 RAMP, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E  AND MERRIMON AVE, ASHEVILLE, NC",-82.5546348,35.6161721
"N LEXINGTON AVE AT I-240 OVERPASS, ASHEVILLE, NC",-82.5541643,35.5990953
"I240 E MM 33, ASHEVILLE, NC",-82.5545518,35.5990948
"I26W MM24, ASHEVILLE, NC",-82.5514869,35.5950581
"NC 81 HWY AND S TUNNEL RD, ASHEVILLE, NC",-82.5200995,35.5776961
"I40 W SMOKEY PARK HWY EXIT 44, ASHEVILLE, NC",-82.640384,35.557829
"JUANITA AND MONTFORD AVE, ASHEVILLE, NC",-82.5645374,35.6025874
"I26 WB NR 20, ASHEVILLE, NC",-82.5688754,35.5946356
"I26E MM 33, ASHEVILLE, NC",-82.5296885,35.4262187
"I240 E AND I240 E X7 TO TUNNEL RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB NR EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND EXIT6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 WEST AND MM 37, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E AND 56 MM, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 MM2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E EXIT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"I26 WEST AND  EXIT 5, ASHEVILLE, NC",-82.5688754,35.5946356
"I240 EAST AND EXIT 5, ASHEVILLE, NC",-82.5545518,35.5990948
"I240W AND MILE MARKER 2, ASHEVILLE, NC",-82.5514869,35.5950581
"I 40 EAST MILE MARKER 44, ASHEVILLE, NC",-82.553946,35.5582803
"I 40 WEST EXIT 44, ASHEVILLE, NC",-82.553946,35.5582803
"I240 W  AND  MM36, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 WEST AND  MM3, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 WEST AND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 E  AND  MM 56, ASHEVILLE, NC",-82.5545518,35.5990948
"LEXINGTON AVE AND I240 BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"I240E  AND  MM7, ASHEVILLE, NC",-82.5514869,35.5950581
"I240 WEST AND 6.4 MM, ASHEVILLE, NC",-82.5545518,35.5990948
"I26EB AND EXIT 37, ASHEVILLE, NC",-82.5514869,35.5950581
"I26E AND EXIT 33, ASHEVILLE, NC",-82.5296885,35.4262187
"I240 AND I26W, ASHEVILLE, NC",-82.6086441,35.5568218
"I240 EAST AND TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
"I40 E AND 53 MM, ASHEVILLE, NC",-82.4623499,35.5838943
"I 40 EAST, ASHEVILLE, NC",-82.553946,35.5582803
"I240 E MILE MARKER 51, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 EB MM 41, ASHEVILLE, NC",-82.5545518,35.5990948
"I240 AND CHUNS COVE RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I26 AND LONG SHOALS RD, ASHEVILLE, NC",-82.5688754,35.5946356
"I240E AND  EXIT 6, ASHEVILLE, NC",-82.5514869,35.5950581
"I26W  AND  MM33, ASHEVILLE, NC",-82.5514869,35.5950581
"I26 AND EXIT 33, ASHEVILLE, NC",-82.5688754,35.5946356
"I40E TO I26E, ASHEVILLE, NC",-82.5296885,35.4262187
"EXT 37 AND  240, ASHEVILLE, NC",-82.5545518,35.5990948
"COLLEGE ST AND TK TRIPPS PVA, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 AND HAYWOOD RD, ASHEVILLE, NC",-82.5541643,35.5990953
"HILL ST, ASHEVILLE, NC",-82.5642395,35.5941983
"I 240  AND  EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I-26 WEST  AND  EXIT 25, ASHEVILLE, NC",-82.5688754,35.5946356
"HILL ST AND , ASHEVILLE, NC",-82.5642395,35.5941983
"BUS TRANSIT ON COXE AVE, ASHEVILLE, NC",-82.5556973,35.5928145
"BROADWAY ST, ASHEVILLE, NC",-82.5617536,35.6059207
"I-240 WEST   AND  MONTFORD, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 WEST  AND  MONTFORD, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240  AND  EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I240W AND EXIT 4C, ASHEVILLE, NC",-82.5514869,35.5950581
"EXIT 9 ON I 26, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 AND CHARLOTTE ST, ASHEVILLE, NC",-82.5545518,35.5990948
"EXT 7 AND I 240, ASHEVILLE, NC",-82.5545518,35.5990948
"EXIT 33 AND I26, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 AT MERRIMON AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"HOT SPOT AND NEW LEICESTER HWY, ASHEVILLE, NC",-82.6049069,35.5921199
"I-240 EAST   OFF RAMP, ASHEVILLE, NC",-82.5545518,35.5990948
"HENDERSONVILLE RD AND I-26, ASHEVILLE, NC",-82.5688754,35.5946356
"COLLEGE ST AND RANKIN PARKING DECK, ASHEVILLE, NC",-82.5190149,35.5537399
"I-240 WEST  AND  MERRIMON AVE, ASHEVILLE, NC",-82.5537505,35.60742
"I 240 AND EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"HAYWOOD RD AT I 240, ASHEVILLE, NC",-82.5851268,35.5785828
"BROADWAY ST AND MARCELLUS ST, ASHEVILLE, NC",-82.552261,35.5973309
"HAYWOOD RD AND I240 OFF RAMP W, ASHEVILLE, NC",-82.5851268,35.5785828
"EX 37 AND I 40, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 AND EXIT 4A, ASHEVILLE, NC",-82.5545518,35.5990948
"EXIT 37 AND I40, ASHEVILLE, NC",-82.553946,35.5582803
"I-240 EAST EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 AND TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
