clean_address,lon,lat
"I 240 AND EXIT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 W EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 AND BOLEN BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"HAYWOOD ST AND I240E, ASHEVILLE, NC",-82.5630739,35.593016
"I 240 AND MONTFORD AVE, ASHEVILLE, NC",-82.5645374,35.6025874
"CORNER OF NC 81 AND S TUNNEL RD, ASHEVILLE, NC",-82.5200995,35.5776961
"CHURCH ST AND BATTON AVE, ASHEVILLE, NC",-82.5630739,35.593016
"I 240 AT HAYWOOD RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 AND 70, ASHEVILLE, NC",-82.5545518,35.5990948
"I-40 NEAR MM56, ASHEVILLE, NC",-82.4623499,35.5838943
"BROADWAY AND I 240, ASHEVILLE, NC",-82.552261,35.5973309
"COLLEGE ST AND WALNUT ST, ASHEVILLE, NC",-82.5190149,35.5537399
"I 240 AND EXT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 AND EXT 6, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 AND EX 5, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 AT TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
"I 240 E  AND  EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"HILLSIDE ST, ASHEVILLE, NC",-82.5537505,35.60742
"CHARLOTTE ST AND I240, ASHEVILLE, NC",-82.546284,35.6081604
"COLLEGE ST AND PRITCHARD PARK, ASHEVILLE, NC",-82.5544579,35.5947264
"I 240 AND HAYWOOD ST, ASHEVILLE, NC",-82.5541643,35.5990953
"EXIT 1B, ASHEVILLE, NC",-82.5514869,35.5950581
"I 240 AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"HILLSIDE AVE AND ATKINSON ST, ASHEVILLE, NC",-82.5537505,35.60742
"I 240 AT I 26, ASHEVILLE, NC",-82.6086441,35.5568218
"CHURCH ST AND RAVENSCROFT, ASHEVILLE, NC",-82.5630739,35.593016
"HENDERSONVILLE RD AND I 40 EAST, ASHEVILLE, NC",-82.4623499,35.5838943
"COXE AVE AND TRANSIT, ASHEVILLE, NC",-82.5556973,35.5928145
"I 240 AND JACKSONS CURVE, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 EAST, ASHEVILLE, NC",-82.5545518,35.5990948
"HAYWOOD RD AND I240E ON RAMP, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240 EAST   AND  TUNNEL RD, ASHEVILLE, NC",-82.5276587,35.5858997
"EXIT 55 AND I40, ASHEVILLE, NC",-82.4623499,35.5838943
"I 240 AND REGENT PARK, ASHEVILLE, NC",-82.5545518,35.5990948
"CHARLOTTE ST AND I 240, ASHEVILLE, NC",-82.546284,35.6081604
"I-240 EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"DRAY ST AND  BOYD, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240  AND  EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"EXT 7 AND 240 WEST, ASHEVILLE, NC",-82.5545518,35.5990948
"EXIT 7 OFF I 240, ASHEVILLE, NC",-82.5545518,35.5990948
"EXIT 7 240 W AT TUNNEL RD OFF RAMP, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 EAST AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"BROADWAY ST AND I240E, ASHEVILLE, NC",-82.552261,35.5973309
"BROADWAY AND I 26 OFF RAMP, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 AND I 40, ASHEVILLE, NC",-82.5545518,35.5990948
"I-40 51MM, ASHEVILLE, NC",-82.553946,35.5582803
"I 240 AND I 26W, ASHEVILLE, NC",-82.6086441,35.5568218
"I-40W AND EXIT 51, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240 E 8MM, ASHEVILLE, NC",-82.5545518,35.5990948
"HAYWOOD RD, ASHEVILLE, NC",-82.5851268,35.5785828
"CHARLOTTE ST AND CITI STOP PVA, ASHEVILLE, NC",-82.546284,35.6081604
"CHARLOTTE ST, ASHEVILLE, NC",-82.5463745,35.6060325
"COBBLE ST AND BROADWAY AVE, ASHEVILLE, NC",-82.5617536,35.6059207
"EXIT 21 AND I-26, ASHEVILLE, NC",-82.5688754,35.5946356
"I 240 AND BROADWAY AT THE BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"HILLIARD AND ORANGE PEEL, ASHEVILLE, NC",-82.5510137,35.5914061
"HILLARD AVE AND ORANGE PEEL, ASHEVILLE, NC",-82.5510137,35.5914061
"I-26 AND I-40, ASHEVILLE, NC",-82.5326656,35.4423819
"HAYWOOD ST AND I240 EB, ASHEVILLE, NC",-82.5630739,35.593016
"HAYWOOD AND 240, ASHEVILLE, NC",-82.5630739,35.593016
"COLLEGE ST AND CHARLOTTE ST, ASHEVILLE, NC",-82.5190149,35.5537399
"I-240 EXIT 5, ASHEVILLE, NC",-82.5545518,35.5990948
"HOT SPOT PVA AND NEW LEICESTER HWY, ASHEVILLE, NC",-82.6049069,35.5921199
"CHARLOTTE AND COLLEGE, ASHEVILLE, NC",-82.5190149,35.5537399
"EXIT 46 AND I40 WB, ASHEVILLE, NC",-82.553946,35.5582803
"BROADWAY, ASHEVILLE, NC",-82.5617536,35.6059207
"I-40W ON RAMP EXIT 44, ASHEVILLE, NC",-82.5514869,35.5950581
"COLLEGE ST AND HAYWOOD ST, ASHEVILLE, NC",-82.5190149,35.5537399
"HENDERSONVILLE RD AND I 40 E, ASHEVILLE, NC",-82.4623499,35.5838943
"HILLSIDE ST AND RIVERSIDE DR, ASHEVILLE, NC",-82.5776278,35.6231211
"I-240E EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I-40W MM55, ASHEVILLE, NC",-82.5514869,35.5950581
"HAYWOOD RD AND I 240, ASHEVILLE, NC",-82.5851268,35.5785828
"EXIT 2 AND I240, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 AT EXIT 7, ASHEVILLE, NC",-82.5541643,35.5990953
"I-240 W, ASHEVILLE, NC",-82.5545518,35.5990948
"COLLEGE ST AND N LEXINGTON AVE, ASHEVILLE, NC",-82.5190149,35.5537399
"CHARLOTTE ST. EXIT I-240, ASHEVILLE, NC",-82.5463745,35.6060325
"GRACIE GARDEN(PARK), ASHEVILLE, NC",-82.5514869,35.5950581
"HIAWASSEE ST AND N LEXINGTON AVE, ASHEVILLE, NC",-82.55376,35.5979765
"HAYWOOD RD AT I-240 WEST RAMP, ASHEVILLE, NC",-82.5851268,35.5785828
"HILL ST AND I26W, ASHEVILLE, NC",-82.5378541,35.4348962
"I-40W EXIT 50A, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240 EAST  AND  MM 7, ASHEVILLE, NC",-82.5545518,35.5990948
"EXIT 8 I240E, ASHEVILLE, NC",-82.5514869,35.5950581
"CHURCH ST AND PATTON AVE, ASHEVILLE, NC",-82.5630739,35.593016
"I-240 W AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"EXIT 7 AND 240 W, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240, ASHEVILLE, NC",-82.5545518,35.5990948
"HILLIARD AVE AND S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5589742,35.5911269
"EXIT 7 I-240 TUNNEL RD, ASHEVILLE, NC",-82.5276587,35.5858997
"I-240E AND TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
"EXIT 55 I-40W, ASHEVILLE, NC",-82.5514869,35.5950581
"I-40E AND EXIT 43, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240W AND EXIT 7, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240 AND LEXINGTON AVE, ASHEVILLE, NC",-82.5541643,35.5990953
"I-240E AND EXIT 8, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240 AND HAZEL MILL RD, ASHEVILLE, NC",-82.5545518,35.5990948
"FAIRVIEW RD AND I240 ON RAMP, ASHEVILLE, NC",-82.5545518,35.5990948
"I 240 E  AND  EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240E, ASHEVILLE, NC",-82.5541643,35.5990953
"I-240 AND SOUTH LEXINGTON AVE, ASHEVILLE, NC",-82.5541643,35.5990953
"I-240 AND TUNNEL RD, ASHEVILLE, NC",-82.531065,35.592545
"EXIT 4B I240E, ASHEVILLE, NC",-82.5514869,35.5950581
"EXIT 55 I40E, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240 W MM45, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240E TUNNEL RD, ASHEVILLE, NC",-82.5276587,35.5858997
"I-40E AND PORTERS COVE RD, ASHEVILLE, NC",-82.4596176,35.5674362
"I-40E EXIT 55, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240W @ I-40W, ASHEVILLE, NC",-82.5514869,35.5950581
"EXIT 51 @ I-40, ASHEVILLE, NC",-82.553946,35.5582803
"EXT48 AND I 40W, ASHEVILLE, NC",-82.5514869,35.5950581
"I-40 WEST  AND  BREVARD RD, ASHEVILLE, NC",-82.553946,35.5582803
"I-240 TA EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 EXIT 9, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 E EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"BROADWAY AT MERRIMON AVE UNDER 240 BRIDGE, ASHEVILLE, NC",-82.5546348,35.6161721
"I-240 AND CHUNNS COVE RD, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 E AND EXIT 7, ASHEVILLE, NC",-82.5545518,35.5990948
"HILLIARD ST AND S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5589742,35.5911269
"I-26E MM33, ASHEVILLE, NC",-82.5514869,35.5950581
"EXIT 7 I 240, ASHEVILLE, NC",-82.5545518,35.5990948
"I-26 W AND 254 BLOCK, ASHEVILLE, NC",-82.5688754,35.5946356
"I-240 E AND EXIT 8, ASHEVILLE, NC",-82.5545518,35.5990948
"I-240 E AND EXIT 5, ASHEVILLE, NC",-82.5545518,35.5990948
"I-40W EXIT 44, ASHEVILLE, NC",-82.5514869,35.5950581
"EXIT 7, I-240 E, ASHEVILLE, NC",-82.5545518,35.5990948
"COLLEGE ST AND MARKET ST, ASHEVILLE, NC",-82.5190149,35.5537399
"I-240 W AND MILE MARKER 36, ASHEVILLE, NC",-82.5545518,35.5990948
"CHATHAM RD AND MERRIMON AVE, ASHEVILLE, NC",-82.5546348,35.6161721
"CENTRAL AVE AND 240, ASHEVILLE, NC",-82.5545518,35.5990948
"I-26E, EXIT 33, ASHEVILLE, NC",-82.5514869,35.5950581
"I-40W, EXIT 44, ASHEVILLE, NC",-82.5514869,35.5950581
"I-26E, EXIT 37, MM 326, ASHEVILLE, NC",-82.5514869,35.5950581
"I-240  AND  N LEXINGTON AVE, ASHEVILLE, NC",-82.5541643,35.5990953
"HAYWOOD RD AND 240E, ASHEVILLE, NC",-82.5851268,35.5785828
"I 240  AND  HAYWOOD, ASHEVILLE, NC",-82.5541643,35.5990953
"EXT37 AND I 40, ASHEVILLE, NC",-82.553946,35.5582803
"I40E AND MM 53, ASHEVILLE, NC",-82.5514869,35.5950581
"750 FAIRVIEW RD, ASHEVILLE, NC",-82.5132416,35.5647921
"750 BROADWAY ST AND RIVERSIDE DR, ASHEVILLE, NC",-82.5776278,35.6231211
"750 HENDERSONVILLE RD, ASHEVILLE, NC",-82.5338247,35.545871
"750 PATTON AVE AND REGENT PARK BLVD, ASHEVILLE, NC",-82.5824175,35.5886478
"950 W CHAPEL RD, ASHEVILLE, NC",-82.530886,35.55142
"750 HENDERSONVILLE RD AND JEFFRESS AVE, ASHEVILLE, NC",-82.5338247,35.545871
"650 HAYWOOD RD AND VIRGINIA AVE, ASHEVILLE, NC",-82.590453,35.5775241
"BILTMORE AVE AND PATTON AVE, ASHEVILLE, NC",-82.551941,35.594935
"750 FAIRVIEW RD AND SCHOOL RD E, ASHEVILLE, NC",-82.5132416,35.5647921
"650 HAYWOOD RD, ASHEVILLE, NC",-82.590453,35.5775241
"950 W CHAPEL RD AND W CHAPEL CIR, ASHEVILLE, NC",-82.530886,35.55142
"950 W CHAPEL RD AND TELFARE LN, ASHEVILLE, NC",-82.530886,35.55142
"650 HAYWOOD RD AND NEVADA AVE, ASHEVILLE, NC",-82.590453,35.5775241
"950 W CHAPEL RD AND LONDON RD, ASHEVILLE, NC",-82.530886,35.55142
"950 TUNNEL RD AND GOVERNORS VIEW RD, ASHEVILLE, NC",-82.5006827,35.5890326
"750 FAIRVIEW RD AND BLEACHERY BLVD, ASHEVILLE, NC",-82.5132416,35.5647921
"BILTMORE AVE AND  PATTON AVE, ASHEVILLE, NC",-82.551941,35.594935
"BILTMORE AVE AND ORANGE PEEL, ASHEVILLE, NC",-82.5510137,35.5914061
"650 HAYWOOD RD AND STATE ST, ASHEVILLE, NC",-82.590453,35.5775241
"BILTMORE AVE AND COLLEGE ST, ASHEVILLE, NC",-82.551941,35.594935
"ASHELAND AVE NEAR TRANSIT STATION, ASHEVILLE, NC",-82.5556973,35.5928145
"650 SAND HILL RD AND SCIENCE OF MIND WAY, ASHEVILLE, NC",-82.5514869,35.5950581
"650 HAYWOOD RD AND LOUISIANA AVE, ASHEVILLE, NC",-82.590453,35.5775241
"750 PATTON AVE, ASHEVILLE, NC",-82.5824175,35.5886478
"750 FAIRVIEW RD AND CEDAR ST, ASHEVILLE, NC",-82.5132416,35.5647921
"950 TUNNEL RD AND BEVERLY RD, ASHEVILLE, NC",-82.5006827,35.5890326
"950 W CHAPEL RD AND BROOKLYN RD, ASHEVILLE, NC",-82.530886,35.55142
"950 TUNNEL RD, ASHEVILLE, NC",-82.5006827,35.5890326
"BILTMORE AV AND PATTON AVE, ASHEVILLE, NC",-82.551941,35.594935
"850 BILTMORE AVE AND THOMPSON ST, ASHEVILLE, NC",-82.5523204,35.5405665
"ASHEVILLE TRANSIT ON ASHELAND AVE, ASHEVILLE, NC",-82.5556973,35.5928145
"650 FAIRVIEW RD, ASHEVILLE, NC",-82.5175812,35.5655086
"BILTMORE AND PATTON, ASHEVILLE, NC",-82.551941,35.594935
"I240W AND WESTGATE, ASHEVILLE, NC",-82.5757876,35.5909447
"950 TUNNEL RD AND MAPLE SPRINGS RD, ASHEVILLE, NC",-82.5006827,35.5890326
"750 PATTON AVE AND HAZEL MILL RD, ASHEVILLE, NC",-82.5824175,35.5886478
"B AND PRITCHARD PARK, ASHEVILLE, NC",-82.5544579,35.5947264
"950 W CHAPEL RD AND TRIED ST, ASHEVILLE, NC",-82.530886,35.55142
"B AND MISSION HOSPITAL, ASHEVILLE, NC",-82.549222,35.576583
"750 FAIRVIEW ROAD, ASHEVILLE, NC",-82.5132416,35.5647921
"950 TUNNEL ROAD, ASHEVILLE, NC",-82.5006827,35.5890326
"650 FAIRVIEW RD AND HARMONY LN, ASHEVILLE, NC",-82.5175812,35.5655086
"750 FAIRVIEW RD AND OLD FAIRVIEW RD, ASHEVILLE, NC",-82.5132416,35.5647921
"550 I40 E AND I40 E TO HENDERSONVILLE RD, ASHEVILLE, NC",-82.4623499,35.5838943
"750 FAIRVIEW RD AND BALDWIN ST, ASHEVILLE, NC",-82.5132416,35.5647921
"650 LAWTON PK, ASHEVILLE, NC",-82.5514869,35.5950581
"750 HENDERSONVILLE RD AND GAINES AVE, ASHEVILLE, NC",-82.5338247,35.545871
"550 I40 E AND I40 E TO PORTERS COVE RD, ASHEVILLE, NC",-82.4623499,35.5838943
"550 HILLARD RD, ASHEVILLE, NC",-82.561667,35.5908956
"BROADWAY AND 240, ASHEVILLE, NC",-82.5617536,35.6059207
"BILTMORE AVE AND PATTON, ASHEVILLE, NC",-82.551941,35.594935
"750 FAIRVIEW RD AND LIBERTY ST, ASHEVILLE, NC",-82.5132416,35.5647921
"950 WEST CHAPEL RD, ASHEVILLE, NC",-82.530886,35.55142
"ASHEVILLE TRANSIT CENTER, ASHEVILLE, NC",-82.5556973,35.5928145
"ASHEVILLE TRANSIT CTR, ASHEVILLE, NC",-82.5556973,35.5928145
"950 W CHAPEL RD AND REED ST, ASHEVILLE, NC",-82.530886,35.55142
"750 FAIRVIEW RD AND I240 E TO FAIRVIEW RD, ASHEVILLE, NC",-82.5132416,35.5647921
"9350 HAYWOOD RD, ASHEVILLE, NC",-82.5851268,35.5785828
"650 HAYWOOD RD AND MAJESTIC AVE, ASHEVILLE, NC",-82.590453,35.5775241
"750 HENDERSONVILLE RD AND BUSBEE RD, ASHEVILLE, NC",-82.5338247,35.545871
"650 FAIRVIEW, ASHEVILLE, NC",-82.5175812,35.5655086
"750 FAIRVIEW RD AND SPRINGDALE AVE, ASHEVILLE, NC",-82.5132416,35.5647921
"AIRPORT, ASHEVILLE, NC",-82.5378541,35.4348962
"AIRPORT RD AND I 26, ASHEVILLE, NC",-82.5378541,35.4348962
"550 I40 E, ASHEVILLE, NC",-82.553946,35.5582803
"750 HENDERSONVILLE, ASHEVILLE, NC",-82.5338247,35.545871
"750 FAIRVIEW RD AND I240 E, ASHEVILLE, NC",-82.5132416,35.5647921
"BILTMORE AVE AND JUST PAST MISSION HOSPTIAL, ASHEVILLE, NC",-82.549222,35.576583
"BEHIND COMFORT SUITES ON WESTGATE PARKWAY, ASHEVILLE, NC",-82.5757876,35.5909447
"750 FAIRVIEW RD AND I240 W, ASHEVILLE, NC",-82.5132416,35.5647921
"650 FAIRVIEW RD AND FAIRVIEW AVE, ASHEVILLE, NC",-82.5175812,35.5655086
"ASHELAND AVE TRANSIT STATION, ASHEVILLE, NC",-82.5556973,35.5928145
"AUTO STAR 240 BRIDGE NEAR WESTGATE, ASHEVILLE, NC",-82.5514869,35.5950581
"BILTMORE AVE @ OLD FORD DEALERSHIP, ASHEVILLE, NC",-82.60193,35.550719
"650 I40 E, ASHEVILLE, NC",-82.553946,35.5582803
"AIRPORT RD AND  I 26, ASHEVILLE, NC",-82.5378541,35.4348962
"650 HAYWOOD, ASHEVILLE, NC",-82.590453,35.5775241
"8MM I-240E, ASHEVILLE, NC",-82.5514869,35.5950581
"750 HVA RD, ASHEVILLE, NC",-82.5514869,35.5950581
"650 HAYWOOD RD AND DORCHESTER AVE, ASHEVILLE, NC",-82.590453,35.5775241
"AIRPORT RD AND I26, ASHEVILLE, NC",-82.5378541,35.4348962
"750 WOODCOCK DR, ASHEVILLE, NC",-82.5514869,35.5950581
"EXT 7 AND 240 W, ASHEVILLE, NC",-82.5545518,35.5990948
"750 N BROADWAY ST, ASHEVILLE, NC",-82.5617536,35.6059207
"BATTERY PARK AVE AND OTIS ST, ASHEVILLE, NC",-82.5572542,35.5947392
"I240 E AND EXIT 5, ASHEVILLE, NC",-82.5545518,35.5990948
"750 PATTON AVE AND I240 E TO PATTON AVE W, ASHEVILLE, NC",-82.5824175,35.5886478
"I26 E EXIT 31, ASHEVILLE, NC",-82.5688754,35.5946356
"I26W  AND  EXIT 23, ASHEVILLE, NC",-82.5514869,35.5950581
"750 PATTON AVE AND I240 W, ASHEVILLE, NC",-82.5824175,35.5886478
"450 HAYWOOD RD AND HANOVER ST, ASHEVILLE, NC",-82.5819303,35.5775545
"450 HAYWOOD RD, ASHEVILLE, NC",-82.5819303,35.5775545
"350 HILLIARD AVE, ASHEVILLE, NC",-82.561667,35.5908956
"550 FAIRVIEW RD AND GLENDALE AVE, ASHEVILLE, NC",-82.5212998,35.5661908
"450 HAYWOOD RD AND BURTON ST, ASHEVILLE, NC",-82.5819303,35.5775545
"350 HILLIARD AVE AND RECTOR ST, ASHEVILLE, NC",-82.561667,35.5908956
"450 HAYWOOD RD AND WESTWOOD PL, ASHEVILLE, NC",-82.5819303,35.5775545
"250 S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5595225,35.5849145
"350 HILLIARD AVE AND KNOXVILLE PL, ASHEVILLE, NC",-82.561667,35.5908956
"250 TUNNEL RD AND S TUNNEL RD, ASHEVILLE, NC",-82.5200765,35.578108
"550 FAIRVIEW RD, ASHEVILLE, NC",-82.5212998,35.5661908
"250 S FRENCH BROAD AVE AND PHIFER ST, ASHEVILLE, NC",-82.5595225,35.5849145
"450 HAYWOOD RD AND ARGYLE LN, ASHEVILLE, NC",-82.5819303,35.5775545
"550 FAIRVIEW RD AND UNAKA AVE, ASHEVILLE, NC",-82.5212998,35.5661908
"350 AVALON DR, ASHEVILLE, NC",-82.5514869,35.5950581
"350 I40 E AND I40 E TO WIGGINS RD, ASHEVILLE, NC",-82.4623499,35.5838943
"550 FAIRVIEW RD AND SHANNON DR, ASHEVILLE, NC",-82.5212998,35.5661908
"350 W HAYWOOD ST AND HILLIARD AVE, ASHEVILLE, NC",-82.5630739,35.593016
"350 BROADWAY ST AND HILLSIDE ST, ASHEVILLE, NC",-82.5537505,35.60742
"450 HILL ST, ASHEVILLE, NC",-82.5642395,35.5941983
"450 HILLIARD AVE AND RECTOR ST, ASHEVILLE, NC",-82.561667,35.5908956
"250 VERONICA LN AND , ASHEVILLE, NC",-82.5514869,35.5950581
"250 S FRENCH BROAD AVE AND VERNELL AVE, ASHEVILLE, NC",-82.5595225,35.5849145
"350 STATE ST AND SHORT MICHIGAN AVE, ASHEVILLE, NC",-82.5785081,35.5679551
"3150 RETREAT HILL WAY, ASHEVILLE, NC",-82.5475507,35.5887112
"40 EAST AND MM 55, ASHEVILLE, NC",-82.553946,35.5582803
"450 I 40 AND WEST, ASHEVILLE, NC",-82.553946,35.5582803
"26W EXIT 26, ASHEVILLE, NC",-82.5688754,35.5946356
"350 HILLARD AVE, ASHEVILLE, NC",-82.561667,35.5908956
"4250 RETREAT HILL WAY, ASHEVILLE, NC",-82.5475507,35.5887112
"450 I40 E, ASHEVILLE, NC",-82.553946,35.5582803
"550 FAIRVIEW RD AND WANOCA AVE, ASHEVILLE, NC",-82.5212998,35.5661908
"450 25A, ASHEVILLE, NC",-82.5514869,35.5950581
"4050 RETREAT HILL WAY, ASHEVILLE, NC",-82.5475507,35.5887112
"350 I-26W  AND  I-40W, ASHEVILLE, NC",-82.5514869,35.5950581
"450 I40 W, ASHEVILLE, NC",-82.553946,35.5582803
"450 HILLIARD AVE, ASHEVILLE, NC",-82.561667,35.5908956
"1650 AIRPORT, ASHEVILLE, NC",-82.5378541,35.4348962
"250 HILLIARD AVE AND S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5585376,35.5909946
"250 LIVINGSTON ST AND HIBERNIA ST, ASHEVILLE, NC",-82.5593705,35.5773931
"250 LIVINGSTON ST, ASHEVILLE, NC",-82.5593705,35.5773931
"250 LIVINGSTON ST AND DEPOT ST, ASHEVILLE, NC",-82.5593705,35.5773931
"240 EXIT 4 B, ASHEVILLE, NC",-82.5545518,35.5990948
"250 HILLSIDE ST AND MERRIMON AVE, ASHEVILLE, NC",-82.5513494,35.6072841
"250 HILLIARD AVE, ASHEVILLE, NC",-82.5585376,35.5909946
"150 WOODFIN ST, ASHEVILLE, NC",-82.5479436,35.5982687
"250 PATTON AVE AND CLINGMAN AVE, ASHEVILLE, NC",-82.561404,35.592814
"250 MONTFORD AVE AND CULLOWHEE ST, ASHEVILLE, NC",-82.5654771,35.6032682
"240 WEST BOUND EXIT 2, ASHEVILLE, NC",-82.5545518,35.5990948
"250 HILLSIDE ST, ASHEVILLE, NC",-82.5513494,35.6072841
"150 WILBAR AVE AND SHORT COXE AVE, ASHEVILLE, NC",-82.5544404,35.5887209
"250 HAYWOOD ST, ASHEVILLE, NC",-82.5617622,35.5939469
"150 WOOD AVE AND S TUNNEL RD, ASHEVILLE, NC",-82.5133836,35.5682332
"150 WOOD AVE AND SWANNANOA RIVER RD, ASHEVILLE, NC",-82.5133836,35.5682332
"250 MONTFORD AVE AND SOCO ST, ASHEVILLE, NC",-82.5654771,35.6032682
"250 HILL ST AND RIVERSIDE DR, ASHEVILLE, NC",-82.5776278,35.6231211
"250 HANOVER ST AND STEWART ST, ASHEVILLE, NC",-82.582595,35.570311
"250 LIVINGSTON ST AND BEECH HILL ST, ASHEVILLE, NC",-82.5593705,35.5773931
"1950 HENDERSONVILLE RD, ASHEVILLE, NC",-82.522214,35.491044
"150 WOOD AVE AND FUTURE DR, ASHEVILLE, NC",-82.5133836,35.5682332
"250 NEW LEICESTER HWY AND GUINEVERE CT, ASHEVILLE, NC",-82.6170768,35.5936234
"250 LIVINGSTON ST AND GASTON ST, ASHEVILLE, NC",-82.5593705,35.5773931
"250 MONTFORD AVE, ASHEVILLE, NC",-82.5654771,35.6032682
"250 HAYWOOD RD AND BEVERLY RD W, ASHEVILLE, NC",-82.5743069,35.5787824
"250 HILLIARD AVE AND GROVE ST, ASHEVILLE, NC",-82.5585376,35.5909946
"250 HAYWOOD RD AND ELKIN ST, ASHEVILLE, NC",-82.5743069,35.5787824
"150 WOOD AVE, ASHEVILLE, NC",-82.5133836,35.5682332
"250 HILLSIDE ST AND JULIA ST, ASHEVILLE, NC",-82.5513494,35.6072841
"250 HILLIARD AVE AND ASHELAND AVE, ASHEVILLE, NC",-82.5585376,35.5909946
"150 WOODFIN ST AND CAROLINA LN, ASHEVILLE, NC",-82.5479436,35.5982687
"250 NEW LEICESTER HWY, ASHEVILLE, NC",-82.6170768,35.5936234
"150 WOODFIN ST AND CHICKEN ALY, ASHEVILLE, NC",-82.5479436,35.5982687
"250 HAYWOOD RD, ASHEVILLE, NC",-82.5743069,35.5787824
"250 MONTFORD AVE AND E WANETA ST, ASHEVILLE, NC",-82.5654771,35.6032682
"250 LIVINGSTON ST AND S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5593705,35.5773931
"1950 HENDERSONVILLE RD AND ALLEN AVE, ASHEVILLE, NC",-82.522214,35.491044
"1950 HENDERSONVILLE RD AND SPRINGSIDE RD, ASHEVILLE, NC",-82.522214,35.491044
"250 HAYWOOD ST AND PATTON AVE, ASHEVILLE, NC",-82.5617622,35.5939469
"250 NEW LEICESTER HWY AND COMPTON DR, ASHEVILLE, NC",-82.6170768,35.5936234
"250 HAYWOOD RD AND HOWARD ST, ASHEVILLE, NC",-82.5743069,35.5787824
"250 LIVINGSTON ST AND HERMAN ST, ASHEVILLE, NC",-82.5593705,35.5773931
"250 MONTFORD AVE AND WANETA ST, ASHEVILLE, NC",-82.5654771,35.6032682
"250 COLLEGE ST AND OAK ST, ASHEVILLE, NC",-82.5514869,35.5950581
"1950 HENDERSONVILLE RD AND OAK FOREST BLVD, ASHEVILLE, NC",-82.522214,35.491044
"250 HILLSIDE ST AND CLAXTON PL, ASHEVILLE, NC",-82.5513494,35.6072841
"250 HANOVER ST, ASHEVILLE, NC",-82.582595,35.570311
"240 EAST BOUND EXIT 4C, ASHEVILLE, NC",-82.5545518,35.5990948
"250 HAYWOOD RD AND RIDGELAWN RD, ASHEVILLE, NC",-82.5743069,35.5787824
"150 WEVERBO AVE, ASHEVILLE, NC",-82.5514869,35.5950581
"150 WOODFIN ST AND CENTRAL AVE, ASHEVILLE, NC",-82.5479436,35.5982687
"240 EAST EXIT 5B, ASHEVILLE, NC",-82.5545518,35.5990948
"240 W AND BROADWAY, ASHEVILLE, NC",-82.5617536,35.6059207
"250 I26 E AND I26 E TO NEW STOCK RD, ASHEVILLE, NC",-82.5688754,35.5946356
"250 OAK ST, ASHEVILLE, NC",-82.5476819,35.5978875
"250 HANOVER ST AND GRANADA ST, ASHEVILLE, NC",-82.582595,35.570311
"240 AND BROADWAY AT BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"250 HAYWOOD TER, ASHEVILLE, NC",-82.5617622,35.5939469
"250 HAYWOOD STR, ASHEVILLE, NC",-82.5617622,35.5939469
"250 HANOVER ST AND CORDOVA ST, ASHEVILLE, NC",-82.582595,35.570311
